ID,Title,Year,Rating,TMDb URL,Image URL
a1,Running Man,"Jul 11, 2010",83,https://www.themoviedb.org/tv/33238,https://media.themoviedb.org/t/p/w220_and_h330_face/2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg
a2,TMZ,"Sep 10, 2007",44,https://www.themoviedb.org/tv/13008-tmz-on-tv,https://media.themoviedb.org/t/p/w220_and_h330_face/ifFpUG51DJaQxwnZ35VwoGRFGGv.jpg
a3,Tomorrow Is Ours,"Jul 17, 2017",62,https://www.themoviedb.org/tv/72879-demain-nous-appartient,https://media.themoviedb.org/t/p/w220_and_h330_face/zMWldNZF0wS3L5XkDVFHxYhclcL.jpg
a4,Love Island: All Stars,"Jan 15, 2024",37,https://www.themoviedb.org/tv/243754-love-island-all-stars,https://media.themoviedb.org/t/p/w220_and_h330_face/hOHKevqnalNfhtVwTL8RqVKzQHC.jpg
a5,Perfect Match,"Jan 25, 2025",78,https://www.themoviedb.org/tv/254821,https://media.themoviedb.org/t/p/w220_and_h330_face/nQrLPR8tjWW7qiL76JTfwmQnB7w.jpg
a6,Las Hijas de la Señora Garcia,"Nov 11, 2024",73,https://www.themoviedb.org/tv/276277-las-hijas-de-la-senora-garcia,https://media.themoviedb.org/t/p/w220_and_h330_face/c75tX49ZsDfyiYih6A0sc5M4zzP.jpg
a7,The First Years,"May 26, 2014",48,https://www.themoviedb.org/tv/82708-brugklas,https://media.themoviedb.org/t/p/w220_and_h330_face/klPqN1oITjVub0Yss0Kqnx8NfY3.jpg
a8,Ici tout commence,"Nov 02, 2020",69,https://www.themoviedb.org/tv/112470-ici-tout-commence,https://media.themoviedb.org/t/p/w220_and_h330_face/v7nXPo2zdaIOfeIaERiOuTEt89N.jpg
a9,Law of the Jungle,"Oct 21, 2011",47,https://www.themoviedb.org/tv/52910,https://media.themoviedb.org/t/p/w220_and_h330_face/zgMOq3H27nYikqjykeXCIIFRbjK.jpg
a10,Infinite Challenge,"Apr 23, 2005",76,https://www.themoviedb.org/tv/5092,https://media.themoviedb.org/t/p/w220_and_h330_face/3ZIPTvMnzI5ThmdGeEYQFxJV5Sg.jpg
a11,You Hee-yeol's Sketchbook,"Apr 24, 2009",68,https://www.themoviedb.org/tv/39429,https://media.themoviedb.org/t/p/w220_and_h330_face/5zsoaVX483aJG90rJhlAup1VAXI.jpg
a12,EastEnders,"Feb 19, 1985",41,https://www.themoviedb.org/tv/1871-eastenders,https://media.themoviedb.org/t/p/w220_and_h330_face/z4jgyI5TpoRZiJTNchkVkMrGQyz.jpg
a13,Squid Game,"Sep 17, 2021",79,https://www.themoviedb.org/tv/93405,https://media.themoviedb.org/t/p/w220_and_h330_face/1QdXdRYfktUSONkl1oD5gc6Be0s.jpg
a14,America Says,"Jun 18, 2018",44,https://www.themoviedb.org/tv/89491-america-says,https://media.themoviedb.org/t/p/w220_and_h330_face/cNZTNrWxc02moLzn3NYZqowyJdU.jpg
a15,Weekly Idol,"Jul 23, 2011",62,https://www.themoviedb.org/tv/52823,https://media.themoviedb.org/t/p/w220_and_h330_face/uZP58JwdBzCwPBh9h3ZbGsVKMAQ.jpg
a16,The Daily Show,"Jul 22, 1996",64,https://www.themoviedb.org/tv/2224-the-daily-show,https://media.themoviedb.org/t/p/w220_and_h330_face/ixcfyK7it6FjRM36Te4OdblAq4X.jpg
a17,Law & Order: Special Victims Unit,"Sep 20, 1999",79,https://www.themoviedb.org/tv/2734-law-order-special-victims-unit,https://media.themoviedb.org/t/p/w220_and_h330_face/abWOCrIo7bbAORxcQyOFNJdnnmR.jpg
a18,The Return of Superman,"Nov 03, 2013",75,https://www.themoviedb.org/tv/64356,https://media.themoviedb.org/t/p/w220_and_h330_face/qjBx2RCnyyBPgu9qBV7j3UiXjeo.jpg
a19,Solo Leveling,"Jan 07, 2024",85,https://www.themoviedb.org/tv/127532,https://media.themoviedb.org/t/p/w220_and_h330_face/geCRueV3ElhRTr0xtJuEWJt6dJ1.jpg
a20,Beyblade Burst,"Apr 04, 2016",83,https://www.themoviedb.org/tv/67667,https://media.themoviedb.org/t/p/w220_and_h330_face/fG7BHxDlntPyB57UuNo9sXmAmLV.jpg
a21,Grey's Anatomy,"Mar 27, 2005",82,https://www.themoviedb.org/tv/1416-grey-s-anatomy,https://media.themoviedb.org/t/p/w220_and_h330_face/7jEVqXC14bhfAzSPgr896dMdDv6.jpg
a22,The Rookie,"Oct 16, 2018",85,https://www.themoviedb.org/tv/79744-the-rookie,https://media.themoviedb.org/t/p/w220_and_h330_face/bL1mwXDnH5fCxqc4S2n40hoVyoe.jpg
a23,Duel Masters,"Oct 21, 2002",58,https://www.themoviedb.org/tv/46392,https://media.themoviedb.org/t/p/w220_and_h330_face/t5ijeKzOukACRktUfbjuMIlqwfr.jpg
a24,Conan,"Nov 08, 2010",70,https://www.themoviedb.org/tv/32415-conan,https://media.themoviedb.org/t/p/w220_and_h330_face/oQxrvUhP3ycwnlxIrIMQ9Z3kleq.jpg
a25,2 Days and 1 Night,"Aug 05, 2007",74,https://www.themoviedb.org/tv/30801-1-2,https://media.themoviedb.org/t/p/w220_and_h330_face/qezeCEkIKHQM5iwyVeYBuXmYA2h.jpg
a26,Brave Son of India: Maharana Pratap,"May 27, 2013",62,https://www.themoviedb.org/tv/60118,https://media.themoviedb.org/t/p/w220_and_h330_face/c7T02BoqUyTnzDjo50gPJVUltJy.jpg
a27,Emmerdale,"Oct 16, 1972",41,https://www.themoviedb.org/tv/2527-emmerdale,https://media.themoviedb.org/t/p/w220_and_h330_face/ualtuRRNYa9Fj61wSuBVcuvaVDP.jpg
a28,Six Sisters,"Apr 23, 2015",56,https://www.themoviedb.org/tv/62522-seis-hermanas,https://media.themoviedb.org/t/p/w220_and_h330_face/sZ6KyLsnkCLwNetqYup3PI1yhnZ.jpg
a29,Yellowstone,"Jun 20, 2018",82,https://www.themoviedb.org/tv/73586-yellowstone,https://media.themoviedb.org/t/p/w220_and_h330_face/s4QRRYc1V2e68Qy9Wel9MI8fhRP.jpg
a30,Men on a Mission,"Dec 05, 2015",74,https://www.themoviedb.org/tv/70672,https://media.themoviedb.org/t/p/w220_and_h330_face/2jIi55JtYKJTL1km8qHMuUilOWo.jpg
a31,Jeopardy!,"Sep 10, 1984",68,https://www.themoviedb.org/tv/2912-jeopardy,https://media.themoviedb.org/t/p/w220_and_h330_face/lermqBdDtq09t7cXBcCwrFtINWx.jpg
a32,Newtopia,"Feb 07, 2025",84,https://www.themoviedb.org/tv/233742,https://media.themoviedb.org/t/p/w220_and_h330_face/cIC36RA59lg9ruYtPc7UA3f72yy.jpg
a33,Ridiculousness,"Aug 29, 2011",69,https://www.themoviedb.org/tv/38657-ridiculousness,https://media.themoviedb.org/t/p/w220_and_h330_face/4rJdcHQrE4stnZTEAP0m4gnlVQi.jpg
a34,Evil,"Sep 26, 2019",78,https://www.themoviedb.org/tv/86848-evil,https://media.themoviedb.org/t/p/w220_and_h330_face/auRAAVxlyT6YACql96UdtnpFHy3.jpg
a35,Pointless Celebrities,"Jul 04, 2011",61,https://www.themoviedb.org/tv/61781-pointless-celebrities,https://media.themoviedb.org/t/p/w220_and_h330_face/gyzSp33fxueKV49XBGvH2ADk5EJ.jpg
a36,The Delicious Guys,"Jan 30, 2015",52,https://www.themoviedb.org/tv/63942,https://media.themoviedb.org/t/p/w220_and_h330_face/c2a1brhbBrYkAu9JPSXAHG8h7rj.jpg
a37,Pointless,"Aug 24, 2009",66,https://www.themoviedb.org/tv/30810-pointless,https://media.themoviedb.org/t/p/w220_and_h330_face/vhKxgbh4QvnBFU1jRYSBiizWpDg.jpg
a38,Sgt. Frog,"Apr 03, 2004",73,https://www.themoviedb.org/tv/63164,https://media.themoviedb.org/t/p/w220_and_h330_face/9cgmkJnUVawW1o6jmmy8kqIl5IJ.jpg
a39,Dexter,"Oct 01, 2006",82,https://www.themoviedb.org/tv/1405-dexter,https://media.themoviedb.org/t/p/w220_and_h330_face/q8dWfc4JwQuv3HayIZeO84jAXED.jpg
a40,NCIS,"Sep 23, 2003",76,https://www.themoviedb.org/tv/4614-ncis,https://media.themoviedb.org/t/p/w220_and_h330_face/mBcu8d6x6zB1el3MPNl7cZQEQ31.jpg
a41,House,"Nov 16, 2004",86,https://www.themoviedb.org/tv/1408-house,https://media.themoviedb.org/t/p/w220_and_h330_face/3Cz7ySOQJmqiuTdrc6CY0r65yDI.jpg
a42,Legend of the Undercover Chef,"Aug 18, 2023",84,https://www.themoviedb.org/tv/204610,https://media.themoviedb.org/t/p/w220_and_h330_face/t8zIqdV2hwqLwHh8WvOoV0uQFSv.jpg
a43,Watch What Happens Live with Andy Cohen,"Jul 16, 2009",48,https://www.themoviedb.org/tv/22980-watch-what-happens-live-with-andy-cohen,https://media.themoviedb.org/t/p/w220_and_h330_face/onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg
a44,Cobra Kai,"May 02, 2018",82,https://www.themoviedb.org/tv/77169-cobra-kai,https://media.themoviedb.org/t/p/w220_and_h330_face/6GDW4EsgsXlYrL1ASb5eCHQK4er.jpg
a45,My Little Old Boy,"Aug 26, 2016",53,https://www.themoviedb.org/tv/72896,https://media.themoviedb.org/t/p/w220_and_h330_face/fgeWRIiigNHLxy3qEzM0HqNcFHT.jpg
a46,Game of Thrones,"Apr 17, 2011",85,https://www.themoviedb.org/tv/1399-game-of-thrones,https://media.themoviedb.org/t/p/w220_and_h330_face/1XS1oqL89opfnbLl8WnZY1O1uJx.jpg
a47,Cops,"Mar 11, 1989",66,https://www.themoviedb.org/tv/3670-cops,https://media.themoviedb.org/t/p/w220_and_h330_face/nUsdcwmoYP4DiZtJcAWkpxjRnay.jpg
a48,Radio Star,"May 30, 2007",53,https://www.themoviedb.org/tv/65270,https://media.themoviedb.org/t/p/w220_and_h330_face/uRUZDsvUfIP3JUEgOC8ReBlQQUU.jpg
a49,Supernatural,"Sep 13, 2005",83,https://www.themoviedb.org/tv/1622-supernatural,https://media.themoviedb.org/t/p/w220_and_h330_face/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg
a50,Judge Judy,"Sep 16, 1996",58,https://www.themoviedb.org/tv/3940-judge-judy,https://media.themoviedb.org/t/p/w220_and_h330_face/pRjTr7Om4qcjxVVZZW68zQA6J8x.jpg
a51,Home Alone,"Mar 22, 2013",70,https://www.themoviedb.org/tv/65282,https://media.themoviedb.org/t/p/w220_and_h330_face/1hqGagr94soBq70Lq7tPHvNmmxy.jpg
a52,Ranma ½,"Apr 15, 1989",86,https://www.themoviedb.org/tv/57706,https://media.themoviedb.org/t/p/w220_and_h330_face/qb1R5iLZcjIgdDIfXFQXmJadQPI.jpg
a53,INVINCIBLE,"Mar 25, 2021",86,https://www.themoviedb.org/tv/95557-invincible,https://media.themoviedb.org/t/p/w220_and_h330_face/jBn4LWlgdsf6xIUYhYBwpctBVsj.jpg
a54,PriPara,"Jul 05, 2014",81,https://www.themoviedb.org/tv/67627,https://media.themoviedb.org/t/p/w220_and_h330_face/kLIVCmuCw1nMpULikGOmQml1lPQ.jpg
a55,Breaking Bad,"Jan 20, 2008",89,https://www.themoviedb.org/tv/1396-breaking-bad,https://media.themoviedb.org/t/p/w220_and_h330_face/ztkUQFLlC19CCMYHW9o1zWhJRNq.jpg
a56,La Casa de los Famosos,"Aug 24, 2021",56,https://www.themoviedb.org/tv/137228-la-casa-de-los-famosos,https://media.themoviedb.org/t/p/w220_and_h330_face/mUJMbinr9Ng5FjIRprioaG9VxRU.jpg
a57,The Simpsons,"Dec 17, 1989",80,https://www.themoviedb.org/tv/456-the-simpsons,https://media.themoviedb.org/t/p/w220_and_h330_face/vHqeLzYl3dEAutojCO26g0LIkom.jpg
a58,M Countdown,"Jul 29, 2004",20,https://www.themoviedb.org/tv/35026,https://media.themoviedb.org/t/p/w220_and_h330_face/hORGaqUt13CTLlVUx5KUdiwaGl0.jpg
a59,Survivor,"May 31, 2000",74,https://www.themoviedb.org/tv/14658-survivor,https://media.themoviedb.org/t/p/w220_and_h330_face/1usR1nanbDvnc0LJlWd5TOylT9M.jpg
a60,Paradise,"Jan 26, 2025",78,https://www.themoviedb.org/tv/245927-untitled-dan-fogelman-hulu-series,https://media.themoviedb.org/t/p/w220_and_h330_face/rkwqy7uE0ORdUxDFNeVq7vpJORN.jpg
a61,Sesame Street,"Nov 10, 1969",71,https://www.themoviedb.org/tv/502-sesame-street,https://media.themoviedb.org/t/p/w220_and_h330_face/14k9BfZ2p4rQBMeJ5crKTfUZVwD.jpg
a62,Master In The House,"Dec 31, 2017",61,https://www.themoviedb.org/tv/76033,https://media.themoviedb.org/t/p/w220_and_h330_face/unKeISg4CI2b94dhaQslHL2rCws.jpg
a63,Prison Break,"Aug 29, 2005",81,https://www.themoviedb.org/tv/2288-prison-break,https://media.themoviedb.org/t/p/w220_and_h330_face/5E1BhkCgjLBlqx557Z5yzcN0i88.jpg
a64,FROM,"Feb 20, 2022",82,https://www.themoviedb.org/tv/124364-from,https://media.themoviedb.org/t/p/w220_and_h330_face/cjXLrg4R7FRPFafvuQ3SSznQOd9.jpg
a65,PAW Patrol,"Aug 12, 2013",70,https://www.themoviedb.org/tv/57532-paw-patrol,https://media.themoviedb.org/t/p/w220_and_h330_face/9S65uEjDqepU7d71CNmxIBHHdo.jpg
a66,General Hospital,"Apr 01, 1963",57,https://www.themoviedb.org/tv/987-general-hospital,https://media.themoviedb.org/t/p/w220_and_h330_face/gS5iORCJHwP5moEXSF9b6ZcsZ1w.jpg
a67,Crossroads,"Nov 02, 1964",50,https://www.themoviedb.org/tv/3753-crossroads,https://media.themoviedb.org/t/p/w220_and_h330_face/pEXMvsUgtXmYzCnewX8c89SP0Zw.jpg
a68,Antiques Roadshow,"Feb 18, 1979",58,https://www.themoviedb.org/tv/2042-antiques-roadshow,https://media.themoviedb.org/t/p/w220_and_h330_face/hZnCNv58d7L0Ee3BZI3j2NSBtU.jpg
a69,The Blacklist,"Sep 23, 2013",76,https://www.themoviedb.org/tv/46952-the-blacklist,https://media.themoviedb.org/t/p/w220_and_h330_face/4HTfd1PhgFUenJxVuBDNdLmdr0c.jpg
a70,Mystery Music Show: King of Mask Singer,"Apr 05, 2015",52,https://www.themoviedb.org/tv/66046,https://media.themoviedb.org/t/p/w220_and_h330_face/vlnAfmirzYx1TSxXuaPhHjkPPmK.jpg
a71,Dateline,"Mar 31, 1992",65,https://www.themoviedb.org/tv/78-dateline,https://media.themoviedb.org/t/p/w220_and_h330_face/y4wNwhO2sQqjlJTL5oYr8fagpRF.jpg
a72,20/20,"Jun 06, 1978",61,https://www.themoviedb.org/tv/2035-20-20,https://media.themoviedb.org/t/p/w220_and_h330_face/cmqmilQ6l9zAWImNCvRLtXlvQ3Q.jpg
a73,Vale Tudo,"May 16, 1988",85,https://www.themoviedb.org/tv/46161-vale-tudo,https://media.themoviedb.org/t/p/w220_and_h330_face/mDcRbUmRtri8ibccK19C9vYslxF.jpg
a74,Family Guy,"Jan 31, 1999",74,https://www.themoviedb.org/tv/1434-family-guy,https://media.themoviedb.org/t/p/w220_and_h330_face/y0HUz4eUNUe3TeEd8fQWYazPaC7.jpg
a75,Suits,"Jun 23, 2011",82,https://www.themoviedb.org/tv/37680-suits,https://media.themoviedb.org/t/p/w220_and_h330_face/vQiryp6LioFxQThywxbC6TuoDjy.jpg
a76,Top Chef,"Mar 08, 2006",64,https://www.themoviedb.org/tv/41822-top-chef,https://media.themoviedb.org/t/p/w220_and_h330_face/z61ri5TRlMCdFLlcdOnyQt4OzAd.jpg
a77,Dragon Ball DAIMA,"Oct 11, 2024",82,https://www.themoviedb.org/tv/236994-daima,https://media.themoviedb.org/t/p/w220_and_h330_face/cIDPZMGsiVHkHA6HPJmEmGcgyyw.jpg
a78,Acacias 38,"Apr 15, 2015",56,https://www.themoviedb.org/tv/62521-acacias-38,https://media.themoviedb.org/t/p/w220_and_h330_face/uApImWv5VMhXKvv543EvJlAN29O.jpg
a79,Lucifer,"Jan 25, 2016",85,https://www.themoviedb.org/tv/63174-lucifer,https://media.themoviedb.org/t/p/w220_and_h330_face/ekZobS8isE6mA53RAiGDG93hBxL.jpg
a80,Shameless,"Jan 09, 2011",82,https://www.themoviedb.org/tv/34307-shameless,https://media.themoviedb.org/t/p/w220_and_h330_face/9akij7PqZ1g6zl42DQQTtL9CTSb.jpg
a81,Frontline,"Jan 17, 1983",74,https://www.themoviedb.org/tv/4384-frontline,https://media.themoviedb.org/t/p/w220_and_h330_face/5Va5SzbaJe5Wd64caWfzspSA92L.jpg
a82,Polizeiruf 110,"Jun 27, 1971",64,https://www.themoviedb.org/tv/14210-polizeiruf-110,https://media.themoviedb.org/t/p/w220_and_h330_face/6ZZadTzWhvC6msfEm5G4F4IFgBY.jpg
a83,SAKAMOTO DAYS,"Jan 11, 2025",82,https://www.themoviedb.org/tv/207332-sakamoto-days,https://media.themoviedb.org/t/p/w220_and_h330_face/wRpCqsJFyKNuh5FMegNPrhzp2NF.jpg
a84,Animaniacs,"Sep 13, 1993",80,https://www.themoviedb.org/tv/82-animaniacs,https://media.themoviedb.org/t/p/w220_and_h330_face/c1b2UtrhbMOdHKISB2ZvINo9eyc.jpg
a85,Chelsea,"May 11, 2016",50,https://www.themoviedb.org/tv/66488-chelsea,https://media.themoviedb.org/t/p/w220_and_h330_face/lDbyyKRDk5FmDY98eCc97gUEZod.jpg
a86,Vikings,"Mar 03, 2013",81,https://www.themoviedb.org/tv/44217-vikings,https://media.themoviedb.org/t/p/w220_and_h330_face/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg
a87,The Boys,"Jul 25, 2019",85,https://www.themoviedb.org/tv/76479-the-boys,https://media.themoviedb.org/t/p/w220_and_h330_face/2zmTngn1tYC1AvfnrFLhxeD82hz.jpg
a88,A Favorita,"Jun 02, 2008",79,https://www.themoviedb.org/tv/7448-a-favorita,https://media.themoviedb.org/t/p/w220_and_h330_face/9P1bP4G6t8A3BCoscADJV2Rpsi1.jpg
a89,Motu Patlu,"Oct 16, 2012",58,https://www.themoviedb.org/tv/70058,https://media.themoviedb.org/t/p/w220_and_h330_face/nXKXaGE0SkjvhnbFKc0dUWh1uwo.jpg
a90,Hot Bench,"Sep 15, 2014",46,https://www.themoviedb.org/tv/64933-hot-bench,https://media.themoviedb.org/t/p/w220_and_h330_face/yBTQALxmu6r92lGiE1qgWGA8HXq.jpg
a91,Criminal Minds,"Sep 22, 2005",83,https://www.themoviedb.org/tv/4057-criminal-minds,https://media.themoviedb.org/t/p/w220_and_h330_face/wLMQebhTApmn4F6Fzg6FovdwVvL.jpg
a92,Your Friendly Neighborhood Spider-Man,"Jan 29, 2025",80,https://www.themoviedb.org/tv/138503-your-friendly-neighborhood-spider-man,https://media.themoviedb.org/t/p/w220_and_h330_face/kjcsNeqF52YUQ2rUBGLMHwLkxvR.jpg
a93,Doctors,"Mar 27, 2000",48,https://www.themoviedb.org/tv/5080-doctors,https://media.themoviedb.org/t/p/w220_and_h330_face/bhEHvxUd5zuySUGhNFngkC4NacQ.jpg
a94,Mannix,"Sep 16, 1967",67,https://www.themoviedb.org/tv/2813-mannix,https://media.themoviedb.org/t/p/w220_and_h330_face/sEqRn4uIFoxuDKMOL9Ufxq2OHd0.jpg
a95,9-1-1,"Jan 03, 2018",82,https://www.themoviedb.org/tv/75219-9-1-1,https://media.themoviedb.org/t/p/w220_and_h330_face/9dNWZPjFWdKo5Avr5JEEzLShLMZ.jpg
a96,Get Out,"Oct 13, 2003",35,https://www.themoviedb.org/tv/36709-get-out,N/A
a97,Naruto,"Oct 03, 2002",84,https://www.themoviedb.org/tv/46260,https://media.themoviedb.org/t/p/w220_and_h330_face/xppeysfvDKVx775MFuH8Z9BlpMk.jpg
a98,Kangaroo Beach,"Dec 26, 2020",0,https://www.themoviedb.org/tv/121613-kangaroo-beach,https://media.themoviedb.org/t/p/w220_and_h330_face/cLRRmKWRTrmP6GnwJZtS5Q3ks5k.jpg
a99,The Day of the Jackal,"Nov 07, 2024",83,https://www.themoviedb.org/tv/222766-the-day-of-the-jackal,https://media.themoviedb.org/t/p/w220_and_h330_face/tYLecM3WSEjlkKhkGiH5G68Dprm.jpg
a100,Silo,"May 04, 2023",82,https://www.themoviedb.org/tv/125988-silo,https://media.themoviedb.org/t/p/w220_and_h330_face/c2OijvbFEXBW1onbzuvENr4CGQB.jpg
a101,Murders in...,"Apr 23, 2013",72,https://www.themoviedb.org/tv/66627-meurtres-a,https://media.themoviedb.org/t/p/w220_and_h330_face/bbksBu0z69O6qq8PVcPvs5vPL6i.jpg
a102,The Good Doctor,"Sep 25, 2017",85,https://www.themoviedb.org/tv/71712-the-good-doctor,https://media.themoviedb.org/t/p/w220_and_h330_face/luhKkdD80qe62fwop6sdrXK9jUT.jpg
a103,Tomorrow's Joe,"Apr 01, 1970",78,https://www.themoviedb.org/tv/25117,https://media.themoviedb.org/t/p/w220_and_h330_face/b7xpXIT5imM3G92Asshnobt8VNi.jpg
a104,Kin,"Oct 01, 2018",0,https://www.themoviedb.org/tv/236621-kin,https://media.themoviedb.org/t/p/w220_and_h330_face/oy3Bq4aP1D0hThJrj5nFxMd2dIx.jpg
a105,Dragnet,"Dec 16, 1951",64,https://www.themoviedb.org/tv/3716-dragnet,https://media.themoviedb.org/t/p/w220_and_h330_face/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg
a106,Fruits Basket,"Apr 06, 2019",78,https://www.themoviedb.org/tv/85991,https://media.themoviedb.org/t/p/w220_and_h330_face/ht9b1uQImlHMG5ooaM8hgoAEHY9.jpg
a107,Magical Princess Minky Momo,"Mar 18, 1982",57,https://www.themoviedb.org/tv/35871,https://media.themoviedb.org/t/p/w220_and_h330_face/hmd5k7CIvAwoDaKdx82Y4qe3YGx.jpg
a108,Law & Order,"Sep 13, 1990",74,https://www.themoviedb.org/tv/549-law-order,https://media.themoviedb.org/t/p/w220_and_h330_face/6vFL8S6Cci8s7SHWXz60xOisGBC.jpg
a109,Little Bear,"Nov 06, 1995",67,https://www.themoviedb.org/tv/9834-little-bear,https://media.themoviedb.org/t/p/w220_and_h330_face/pgN9NrpZcxFXbIu546Oyp41tYSJ.jpg
a110,High Potential,"Sep 17, 2024",82,https://www.themoviedb.org/tv/226637-high-potential,https://media.themoviedb.org/t/p/w220_and_h330_face/ylTZ6bfmPrwUz01A0VpvluGFWsv.jpg
a111,The Kelly Clarkson Show,"Sep 09, 2019",63,https://www.themoviedb.org/tv/82873-the-kelly-clarkson-show,https://media.themoviedb.org/t/p/w220_and_h330_face/9Gg1oM8Us8gCS5aJA8e0ZRuIHnf.jpg
a112,Miraculous: Tales of Ladybug & Cat Noir,"Oct 19, 2015",80,https://www.themoviedb.org/tv/65334-miraculous-les-aventures-de-ladybug-et-chat-noir,https://media.themoviedb.org/t/p/w220_and_h330_face/3bxuTGk0c98gQkgBcKzC6HxQ8B6.jpg
a113,Fancy Nancy,"Jul 13, 2018",65,https://www.themoviedb.org/tv/80056-fancy-nancy,https://media.themoviedb.org/t/p/w220_and_h330_face/2iNKvpHmh5IWlkycIGmY6yr1q7H.jpg
a114,The Seven Deadly Sins: Four Knights of the Apocalypse,"Oct 08, 2023",83,https://www.themoviedb.org/tv/218843,https://media.themoviedb.org/t/p/w220_and_h330_face/6SWVJvCIC9B16u6wASZ8FEaNssz.jpg
a115,The Walking Dead,"Oct 31, 2010",81,https://www.themoviedb.org/tv/1402-the-walking-dead,https://media.themoviedb.org/t/p/w220_and_h330_face/s3OIDrCErUjthsnPPreY7XktQXB.jpg
a116,The Mentalist,"Sep 23, 2008",84,https://www.themoviedb.org/tv/5920-the-mentalist,https://media.themoviedb.org/t/p/w220_and_h330_face/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg
a117,Lost,"Sep 22, 2004",79,https://www.themoviedb.org/tv/4607-lost,https://media.themoviedb.org/t/p/w220_and_h330_face/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg
a118,Peaky Blinders,"Sep 12, 2013",85,https://www.themoviedb.org/tv/60574-peaky-blinders,https://media.themoviedb.org/t/p/w220_and_h330_face/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg
a119,Jujutsu Kaisen,"Oct 03, 2020",86,https://www.themoviedb.org/tv/95479,https://media.themoviedb.org/t/p/w220_and_h330_face/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg
a120,Severance,"Feb 17, 2022",84,https://www.themoviedb.org/tv/95396-severance,https://media.themoviedb.org/t/p/w220_and_h330_face/pPHpeI2X1qEd1CS1SeyrdhZ4qnT.jpg
a121,Friends,"Sep 22, 1994",84,https://www.themoviedb.org/tv/1668-friends,https://media.themoviedb.org/t/p/w220_and_h330_face/2koX1xLkpTQM4IZebYvKysFW1Nh.jpg
a122,Simple Truths,"Sep 06, 1999",55,https://www.themoviedb.org/tv/224455,https://media.themoviedb.org/t/p/w220_and_h330_face/tThG3ymnKNDu1ZUC8csmgDAxC88.jpg
a123,Midsomer Murders,"Mar 23, 1997",75,https://www.themoviedb.org/tv/764-midsomer-murders,https://media.themoviedb.org/t/p/w220_and_h330_face/31wojXBSLT6LYTUMyc6BiyXqUyP.jpg
a124,Alice,"Aug 31, 1976",70,https://www.themoviedb.org/tv/494-alice,https://media.themoviedb.org/t/p/w220_and_h330_face/iEEtQs1mPz3kvvaEFR7HVnME9Or.jpg
a125,The Vampire Diaries,"Sep 10, 2009",83,https://www.themoviedb.org/tv/18165-the-vampire-diaries,https://media.themoviedb.org/t/p/w220_and_h330_face/gbp4zM0FE0n23X4UFY5EBlacrog.jpg
a126,The Saint,"Oct 04, 1962",73,https://www.themoviedb.org/tv/4333-the-saint,https://media.themoviedb.org/t/p/w220_and_h330_face/zwNVpAJkE4Gu1jv922IH7GOQlen.jpg
a127,Rick and Morty,"Dec 02, 2013",87,https://www.themoviedb.org/tv/60625-rick-and-morty,https://media.themoviedb.org/t/p/w220_and_h330_face/gdIrmf2DdY5mgN6ycVP0XlzKzbE.jpg
a128,S.W.A.T.,"Nov 02, 2017",81,https://www.themoviedb.org/tv/71790-s-w-a-t,https://media.themoviedb.org/t/p/w220_and_h330_face/1rTEcLsnOoKXfDdGlbg0RHDvoaE.jpg
a129,CSI: Crime Scene Investigation,"Oct 06, 2000",76,https://www.themoviedb.org/tv/1431-csi-crime-scene-investigation,https://media.themoviedb.org/t/p/w220_and_h330_face/9XecVOLLkbGBNnpF2PvP8vQBmww.jpg
a130,Cassandra,"Feb 06, 2025",63,https://www.themoviedb.org/tv/248982-cassandra,https://media.themoviedb.org/t/p/w220_and_h330_face/b9caJONPXuoEyIRZD3fTDrCop4s.jpg
a131,The Flash,"Oct 07, 2014",78,https://www.themoviedb.org/tv/60735-the-flash,https://media.themoviedb.org/t/p/w220_and_h330_face/yZevl2vHQgmosfwUdVNzviIfaWS.jpg
a132,Bones,"Sep 13, 2005",82,https://www.themoviedb.org/tv/1911-bones,https://media.themoviedb.org/t/p/w220_and_h330_face/eyTu5c8LniVciRZIOSHTvvkkgJa.jpg
a133,Battle Trip,"Apr 16, 2016",53,https://www.themoviedb.org/tv/78115,https://media.themoviedb.org/t/p/w220_and_h330_face/s433itleZDhRLvoBzqJf3X8Wr6v.jpg
a134,The Resident,"Jan 21, 2018",84,https://www.themoviedb.org/tv/74016-the-resident,https://media.themoviedb.org/t/p/w220_and_h330_face/2IkYQJlT26yXef2iot7dhRtavSC.jpg
a135,Blockbusters,"Oct 27, 1980",0,https://www.themoviedb.org/tv/5151-blockbusters,https://media.themoviedb.org/t/p/w220_and_h330_face/vQKhNZXhStOOfu9xTOraj7Z3iS6.jpg
a136,El Capo,"Aug 24, 2009",77,https://www.themoviedb.org/tv/31268-el-capo,https://media.themoviedb.org/t/p/w220_and_h330_face/hTwfFidPtRU3BUH8mK90jWyPyBr.jpg
